,Equipment,Age
393,1097439.0,27.0
394,1111562.0,20.0
395,116824.0,24.0
396,1039416.0,19.0
397,1055031.0,22.0
398,1126236.0,20.0
399,1162403.0,20.0
400,1103842.0,22.0
401,1097941.0,22.0
402,1027404.0,26.0
403,1111772.0,21.0
404,1014041.0,18.0
405,1138920.0,23.0
406,1057395.0,21.0
407,1011080.0,26.0
408,1126087.0,21.0
409,1020016.0,22.0
410,1083232.0,20.0
411,1015338.0,27.0
412,1161668.0,26.0
413,1020382.0,21.0
414,1106311.0,26.0
415,1074697.0,18.0
416,1107700.0,18.0
417,1160494.0,27.0
418,1060883.0,20.0
419,1097885.0,19.0
420,1119510.0,25.0
421,1055705.0,20.0
422,1126250.0,21.0
423,1108078.0,27.0
424,1060886.0,18.0
425,1059724.0,18.0
426,1119006.0,25.0
427,1043213.0,22.0
428,1036693.0,20.0
429,1129397.0,26.0
430,1043212.0,21.0
431,1037392.0,23.0
432,1097965.0,19.0
433,1038821.0,27.0
434,1110135.0,26.0
435,1138919.0,20.0
436,1023700.0,24.0
437,1036283.0,20.0
438,1166858.0,26.0
439,102768.0,23.0
440,1160493.0,20.0
441,179865.0,23.0
442,1026008.0,26.0
443,1027312.0,25.0
444,108301.0,25.0
445,1132676.0,23.0
446,106337.0,25.0
447,1026821.0,19.0
448,1138928.0,26.0
449,1056718.0,27.0
450,1056712.0,27.0
451,1083256.0,21.0
452,1033769.0,24.0
453,1026946.0,26.0
454,1027088.0,26.0
455,1154472.0,26.0
456,1054271.0,20.0
457,1107690.0,24.0
458,1104544.0,21.0
459,1011492.0,19.0
460,1056764.0,20.0
461,1026549.0,19.0
462,1034042.0,20.0
463,1164495.0,19.0
464,1012860.0,25.0
465,1013474.0,19.0
466,1027321.0,18.0
467,1089732.0,18.0
468,1126181.0,27.0
469,1112489.0,21.0
470,1097969.0,24.0
471,1054014.0,23.0
472,109583.0,20.0
473,1098119.0,25.0
474,1094503.0,24.0
475,1020023.0,26.0
476,1138953.0,26.0
477,1054017.0,22.0
478,1085939.0,26.0
479,1108016.0,23.0
480,1083237.0,19.0
481,1026745.0,26.0
482,1140421.0,18.0
483,1091667.0,27.0
484,1163593.0,20.0
485,1027220.0,23.0
486,1011861.0,19.0
487,1033763.0,27.0
488,1086212.0,21.0
489,1165458.0,25.0
490,1055701.0,23.0
491,1078769.0,23.0
492,1074684.0,27.0
493,1040558.0,25.0
494,1138965.0,27.0
495,1105518.0,25.0
496,1116158.0,22.0
497,1045071.0,21.0
498,102686.0,27.0
499,1162223.0,25.0
500,1160812.0,18.0
501,1045228.0,23.0
502,1159791.0,23.0
503,1109969.0,22.0
504,116861.0,21.0
505,1165465.0,27.0
506,1108087.0,18.0
507,1059681.0,25.0
508,1105811.0,22.0
509,112498.0,20.0
510,157563.0,20.0
511,1013024.0,21.0
512,1013206.0,21.0
513,1013876.0,27.0
514,1027267.0,21.0
515,1028635.0,26.0
516,1033618.0,27.0
517,1044052.0,18.0
518,1087951.0,21.0
519,1107479.0,20.0
520,1145771.0,21.0
521,1154753.0,23.0
522,1165848.0,21.0
523,1005126.0,23.0
524,1157138.0,18.0
525,158948.0,21.0
526,1104559.0,19.0
527,1053376.0,27.0
528,1026476.0,24.0
529,1045079.0,26.0
530,1023884.0,26.0
531,157603.0,24.0
532,1166836.0,22.0
533,1094528.0,20.0
534,1164195.0,22.0
535,1166097.0,26.0
536,1102850.0,18.0
537,1023882.0,23.0
538,102340.0,24.0
539,1165468.0,23.0
540,1105645.0,27.0
541,1164499.0,19.0
542,102220.0,25.0
543,1013788.0,27.0
544,1126296.0,23.0
545,1059735.0,26.0
546,1034207.0,25.0
547,1023575.0,21.0
548,1051120.0,23.0
549,1097702.0,22.0
550,1102855.0,19.0
551,1162668.0,18.0
552,1166595.0,19.0
553,1033375.0,26.0
554,1074744.0,22.0
555,1166161.0,23.0
556,1074746.0,26.0
557,1124665.0,26.0
558,1014866.0,23.0
559,1166847.0,24.0
560,1097983.0,18.0
561,1011444.0,23.0
562,1011110.0,19.0
563,1083245.0,26.0
564,1052813.0,20.0
565,1022056.0,24.0
566,1022957.0,26.0
567,1023554.0,21.0
568,109365.0,23.0
569,1019965.0,20.0
570,1125701.0,26.0
571,1023382.0,21.0
572,1074706.0,18.0
573,1108236.0,19.0
574,1033376.0,18.0
575,1037450.0,26.0
576,1056755.0,19.0
577,1060864.0,18.0
578,1094617.0,25.0
579,1149210.0,25.0
580,1163960.0,25.0
581,1164219.0,26.0
582,1085933.0,26.0
583,1060756.0,23.0
584,1063778.0,18.0
585,1087181.0,24.0
586,1014182.0,26.0
587,1154900.0,20.0
588,108454.0,18.0
589,1027243.0,26.0
590,1063660.0,18.0
591,1164478.0,27.0
592,1103830.0,21.0
593,1028565.0,21.0
594,1125697.0,21.0
595,1045842.0,21.0
596,1149911.0,18.0
597,1055015.0,21.0
598,1023362.0,21.0
599,1028559.0,18.0
600,1033655.0,26.0
601,1166586.0,27.0
602,1086095.0,23.0
603,1094310.0,19.0
604,151035.0,23.0
605,1055415.0,25.0
606,1074696.0,20.0
607,1011105.0,24.0
608,1020678.0,22.0
609,116721.0,20.0
610,109716.0,21.0
611,1125451.0,23.0
612,1165845.0,26.0
613,1023504.0,23.0
614,1059740.0,23.0
615,1011755.0,25.0
616,1075765.0,20.0
617,1164500.0,22.0
618,1044815.0,24.0
619,1105258.0,24.0
620,1014130.0,26.0
621,1083251.0,22.0
622,1165861.0,26.0
623,1159802.0,20.0
624,1055444.0,24.0
625,1054512.0,27.0
626,1028546.0,18.0
627,1028806.0,24.0
628,1013926.0,27.0
629,1138942.0,23.0
630,1153894.0,18.0
631,1055534.0,20.0
632,1045220.0,26.0
633,1154025.0,22.0
634,1044190.0,19.0
635,1060835.0,19.0
636,1052811.0,22.0
637,1107683.0,25.0
638,1088956.0,19.0
639,1108232.0,23.0
640,1028548.0,27.0
641,1149364.0,25.0
642,1043830.0,23.0
643,102878.0,26.0
644,1060892.0,23.0
645,1138961.0,24.0
646,1026803.0,24.0
647,1059699.0,20.0
648,1083255.0,20.0
649,1097817.0,20.0
650,1097903.0,19.0
651,1111967.0,21.0
652,1140326.0,27.0
653,1145595.0,20.0
654,1153857.0,25.0
655,1156585.0,20.0
656,1158240.0,18.0
657,1165862.0,27.0
658,1166179.0,18.0
659,1052092.0,20.0
660,1083247.0,20.0
661,1035110.0,21.0
662,1043065.0,24.0
663,1080287.0,25.0
664,1027041.0,21.0
665,1097893.0,19.0
666,1087372.0,26.0
667,1166120.0,23.0
668,1013651.0,25.0
669,1027509.0,24.0
670,1052816.0,25.0
671,1149913.0,18.0
672,1105618.0,18.0
673,1065211.0,27.0
674,1067015.0,27.0
675,1011748.0,19.0
676,1166105.0,22.0
677,1019977.0,20.0
678,1108921.0,23.0
679,1106327.0,21.0
680,1023425.0,19.0
681,1074750.0,27.0
682,1166844.0,18.0
683,1019993.0,20.0
684,1059702.0,25.0
685,1045229.0,26.0
686,1011749.0,22.0
687,1022992.0,18.0
688,1116742.0,19.0
689,1162014.0,19.0
690,1023459.0,23.0
691,1056758.0,24.0
692,102172.0,20.0
693,1110222.0,20.0
694,151185.0,26.0
695,109712.0,23.0
696,1030339.0,21.0
697,1105621.0,24.0
698,180159.0,24.0
699,1078767.0,19.0
700,1165584.0,18.0
701,1165864.0,18.0
702,1166072.0,26.0
703,1058849.0,20.0
704,1024042.0,19.0
705,1031618.0,25.0
706,1123131.0,19.0
707,1157958.0,19.0
708,1026584.0,22.0
709,1059719.0,18.0
710,1088018.0,19.0
711,102077.0,25.0
712,1028627.0,22.0
713,1011057.0,26.0
714,1158097.0,24.0
715,1020183.0,18.0
716,1153867.0,19.0
717,1158035.0,21.0
718,1011382.0,27.0
719,1111190.0,18.0
720,1019990.0,22.0
721,1106331.0,20.0
722,1106338.0,21.0
723,212695.0,21.0
724,1093372.0,18.0
725,1097812.0,18.0
726,1103835.0,20.0
727,1023574.0,24.0
728,1011532.0,18.0
729,1023664.0,22.0
730,1024046.0,20.0
731,1060798.0,19.0
732,1089776.0,22.0
733,1103837.0,27.0
734,1114200.0,18.0
735,1118586.0,20.0
736,1125461.0,22.0
737,1145760.0,21.0
738,1159811.0,22.0
739,1161675.0,23.0
740,1162342.0,24.0
741,1165565.0,23.0
742,1166184.0,26.0
743,1012252.0,18.0
744,1080284.0,25.0
745,1043817.0,25.0
746,1108083.0,19.0
747,1023339.0,21.0
748,1163589.0,24.0
749,1052800.0,21.0
750,1033782.0,26.0
751,1079307.0,27.0
752,1034235.0,24.0
753,1028501.0,23.0
754,1045230.0,27.0
755,1087395.0,25.0
756,1011154.0,22.0
757,1138918.0,27.0
758,1145767.0,18.0
759,1028515.0,27.0
760,1054884.0,21.0
761,1033771.0,19.0
762,1011770.0,18.0
763,1052792.0,22.0
764,1056749.0,26.0
765,1160810.0,18.0
766,1020868.0,27.0
767,108363.0,19.0
768,1105283.0,21.0
769,1044814.0,25.0
770,1076224.0,26.0
771,1098111.0,22.0
772,1013969.0,24.0
773,1020377.0,26.0
774,1154882.0,18.0
775,1057334.0,26.0
776,1166284.0,19.0
777,1138878.0,22.0
778,1025425.0,27.0
779,1055401.0,21.0
780,1030966.0,20.0
781,1104555.0,25.0
782,1097836.0,26.0
783,1048677.0,21.0
784,1014219.0,27.0
785,1074693.0,27.0
786,1107685.0,20.0
787,1094305.0,22.0
788,1043936.0,21.0
789,1078223.0,25.0
790,1026482.0,27.0
791,1014156.0,24.0
792,1013088.0,24.0
793,1035113.0,26.0
794,1012996.0,27.0
795,1105625.0,27.0
796,1005140.0,20.0
797,1036936.0,23.0
798,1045235.0,27.0
799,1055084.0,20.0
800,1085539.0,27.0
801,1028622.0,27.0
802,182521.0,22.0
803,1011434.0,20.0
804,1124692.0,24.0
805,1158056.0,25.0
806,1163650.0,23.0
807,1165757.0,26.0
808,1166158.0,21.0
809,1023326.0,22.0
810,1027461.0,26.0
811,1029464.0,21.0
812,1087175.0,21.0
813,1154605.0,22.0
814,1027010.0,23.0
815,1060893.0,21.0
816,1023935.0,25.0
817,1056711.0,25.0
818,180164.0,22.0
819,1125382.0,18.0
820,1165876.0,19.0
821,1159800.0,21.0
822,1055400.0,27.0
823,1060728.0,23.0
824,1165534.0,24.0
825,1094090.0,21.0
826,1019972.0,19.0
827,1166342.0,19.0
828,1087296.0,27.0
829,1149630.0,25.0
830,1165461.0,20.0
831,1021835.0,21.0
832,1058474.0,20.0
833,1163782.0,18.0
834,1045232.0,20.0
835,1079281.0,22.0
836,1103815.0,26.0
837,1162582.0,25.0
838,1165871.0,24.0
839,1165885.0,27.0
840,1165551.0,21.0
841,1077793.0,22.0
842,1033698.0,27.0
843,146005.0,22.0
844,1132709.0,23.0
845,1078760.0,24.0
846,1011293.0,27.0
847,1013248.0,20.0
848,1013620.0,24.0
849,1117440.0,26.0
850,1145700.0,18.0
851,1165996.0,27.0
852,1166143.0,27.0
853,1078648.0,23.0
854,1063299.0,26.0
855,1090350.0,18.0
856,1023063.0,25.0
857,1153878.0,19.0
858,1068407.0,24.0
859,1162729.0,18.0
860,1154017.0,20.0
861,102236.0,22.0
862,1099701.0,21.0
863,1160499.0,27.0
864,1138959.0,23.0
865,1023614.0,22.0
866,1056747.0,25.0
867,1013164.0,25.0
868,1036290.0,18.0
869,1132502.0,27.0
870,1037338.0,19.0
871,1051088.0,20.0
872,1139429.0,26.0
873,1163765.0,18.0
874,1111570.0,25.0
875,1029322.0,18.0
876,1166842.0,25.0
877,102092.0,21.0
878,1103825.0,18.0
879,1079298.0,19.0
880,1161538.0,20.0
881,1011423.0,19.0
882,1023538.0,26.0
883,1031011.0,23.0
884,1040726.0,26.0
885,1081801.0,20.0
886,1087178.0,18.0
887,1108001.0,21.0
888,1138923.0,21.0
889,1154557.0,18.0
890,1162600.0,19.0
891,1164482.0,27.0
892,1157546.0,19.0
893,1034219.0,18.0
894,1046162.0,19.0
895,102831.0,23.0
896,1014868.0,22.0
897,1021669.0,24.0
898,1052797.0,27.0
899,1033368.0,19.0
900,1118640.0,18.0
901,1026446.0,26.0
902,1166294.0,27.0
903,1020204.0,18.0
904,1084294.0,19.0
905,1045224.0,24.0
906,1105274.0,24.0
907,1011721.0,25.0
908,1043193.0,25.0
909,1118331.0,24.0
910,1023484.0,20.0
911,1036276.0,23.0
912,101986.0,27.0
913,1015980.0,18.0
914,1028896.0,27.0
915,1104823.0,23.0
916,1023559.0,26.0
917,1068403.0,21.0
918,1164570.0,20.0
919,1013953.0,22.0
920,1154594.0,24.0
921,1162640.0,18.0
922,1089241.0,27.0
923,1165880.0,21.0
924,1094478.0,25.0
925,1118488.0,27.0
926,1164491.0,19.0
927,1026735.0,26.0
928,1036471.0,21.0
929,1166561.0,24.0
930,1101308.0,24.0
931,1043849.0,25.0
932,1123112.0,18.0
933,1023609.0,19.0
934,1022825.0,26.0
935,1011126.0,21.0
936,1021382.0,24.0
937,1028521.0,18.0
938,1154549.0,18.0
939,223288.0,18.0
940,1105800.0,25.0
941,1108002.0,24.0
942,1053015.0,24.0
943,1097739.0,27.0
944,1055021.0,19.0
945,1053254.0,19.0
946,1074743.0,24.0
947,1027443.0,21.0
948,1025962.0,20.0
949,1023685.0,21.0
950,1056741.0,23.0
951,1068167.0,20.0
952,1113413.0,24.0
953,1124507.0,22.0
954,1154633.0,18.0
955,116363.0,25.0
956,1129399.0,21.0
957,1038492.0,22.0
958,1162711.0,23.0
959,1097814.0,20.0
960,1033849.0,20.0
961,1125379.0,26.0
962,1132680.0,25.0
963,1010784.0,27.0
964,1034036.0,20.0
965,1048685.0,20.0
966,1024525.0,23.0
967,1107287.0,23.0
968,1027202.0,26.0
969,1058859.0,25.0
970,1011243.0,20.0
971,1078787.0,23.0
972,1022969.0,20.0
973,1058481.0,18.0
974,1030823.0,24.0
975,1074733.0,25.0
976,1156946.0,24.0
977,1027198.0,20.0
978,1082945.0,25.0
979,1063296.0,18.0
980,1132648.0,26.0
981,1105640.0,22.0
982,1083001.0,25.0
983,1059780.0,26.0
984,1078754.0,27.0
985,1163808.0,25.0
986,1166310.0,23.0
987,1149229.0,26.0
988,1020169.0,27.0
989,1154597.0,18.0
990,1059805.0,18.0
991,1166327.0,24.0
992,1052836.0,19.0
993,1082771.0,23.0
994,1097845.0,21.0
995,1072949.0,20.0
996,1098997.0,20.0
997,1129193.0,25.0
998,1145753.0,25.0
999,1154540.0,19.0
1000,1165479.0,20.0
1001,1165553.0,23.0
1002,1013060.0,18.0
1003,1124658.0,22.0
1004,1105628.0,23.0
1005,1105269.0,25.0
1006,1166856.0,18.0
1007,1089520.0,24.0
1008,1051110.0,23.0
1009,1005290.0,20.0
1010,1028620.0,18.0
1011,1034660.0,18.0
1012,1111699.0,22.0
1013,1150612.0,26.0
1014,1059801.0,21.0
1015,1098081.0,22.0
1016,1020187.0,23.0
1017,1088955.0,25.0
1018,1097651.0,27.0
1019,1138972.0,26.0
1020,1014019.0,22.0
1021,1162720.0,19.0
1022,1094512.0,19.0
1023,1014148.0,26.0
1024,1166840.0,27.0
1025,1079283.0,24.0
1026,1158246.0,25.0
1027,1080267.0,18.0
1028,1045792.0,27.0
1029,1110542.0,24.0
1030,1083109.0,23.0
1031,1166845.0,27.0
1032,1105255.0,23.0
1033,102446.0,22.0
1034,1026929.0,21.0
1035,1053351.0,25.0
1036,1060882.0,21.0
1037,1105132.0,21.0
1038,1110298.0,19.0
1039,1116981.0,19.0
1040,1149773.0,21.0
1041,1162021.0,27.0
1042,1163930.0,22.0
1043,1165463.0,24.0
1044,1166424.0,18.0
1045,1094465.0,23.0
1046,1046482.0,20.0
1047,1058858.0,20.0
1048,1153278.0,19.0
1049,1020654.0,23.0
1050,1036495.0,21.0
1051,1097682.0,24.0
1052,1013998.0,20.0
1053,1077546.0,23.0
1054,1052080.0,24.0
1055,1127858.0,23.0
1056,1039380.0,26.0
1057,1093333.0,25.0
1058,1058854.0,24.0
1059,1074730.0,24.0
1060,1030816.0,27.0
1061,109481.0,19.0
1062,1160480.0,19.0
1063,1166272.0,21.0
1064,1097733.0,27.0
1065,156968.0,24.0
1066,1083244.0,27.0
1067,1163606.0,20.0
1068,1059733.0,21.0
1069,107302.0,27.0
1070,116754.0,18.0
1071,1086558.0,22.0
1072,201144.0,20.0
1073,1023661.0,23.0
1074,113428.0,19.0
1075,1048672.0,26.0
1076,1150389.0,27.0
1077,1152337.0,18.0
1078,1059796.0,26.0
1079,1087374.0,25.0
1080,1094126.0,21.0
1081,1159760.0,21.0
1082,1093575.0,25.0
1083,1163608.0,21.0
1084,1098070.0,23.0
1085,1166857.0,22.0
1086,1011187.0,22.0
1087,1124634.0,24.0
1088,1014131.0,27.0
1089,1023320.0,27.0
1090,1020166.0,19.0
1091,1165873.0,22.0
1092,1111500.0,20.0
1093,1011586.0,22.0
1094,1023797.0,23.0
1095,1163944.0,22.0
1096,1087402.0,27.0
1097,1154478.0,20.0
1098,1165470.0,22.0
1099,1051398.0,20.0
1100,1054027.0,22.0
1101,1059698.0,23.0
1102,1013943.0,18.0
1103,1011153.0,18.0
1104,1156943.0,22.0
1105,1036333.0,24.0
1106,108326.0,19.0
1107,1056727.0,25.0
1108,1094270.0,20.0
1109,1107993.0,25.0
1110,1107722.0,19.0
1111,102981.0,27.0
1112,1028536.0,25.0
1113,1052771.0,19.0
1114,1085376.0,23.0
1115,1111795.0,23.0
1116,1160478.0,27.0
1117,1154911.0,23.0
1118,1013979.0,22.0
1119,1048353.0,25.0
1120,1118264.0,22.0
1121,1087541.0,21.0
1122,1023850.0,25.0
1123,1054163.0,24.0
1124,108470.0,21.0
1125,1145762.0,18.0
1126,1165856.0,22.0
1127,1011515.0,27.0
1128,1045102.0,22.0
1129,1011471.0,19.0
1130,1105289.0,24.0
1131,1053045.0,18.0
1132,1055076.0,25.0
1133,1104542.0,24.0
1134,1012235.0,25.0
1135,1059855.0,19.0
1136,109561.0,27.0
1137,1034056.0,21.0
1138,1104822.0,24.0
1139,1053268.0,19.0
1140,1012970.0,21.0
1141,1022296.0,18.0
1142,1093841.0,22.0
1143,1052083.0,26.0
1144,180063.0,18.0
1145,1028539.0,20.0
1146,1156951.0,18.0
1147,1046368.0,27.0
1148,1145626.0,21.0
1149,1166144.0,23.0
1150,1013737.0,20.0
1151,1104553.0,24.0
1152,1104550.0,25.0
1153,1079304.0,24.0
1154,1027384.0,18.0
1155,1078742.0,26.0
1156,1076226.0,18.0
1157,1165850.0,26.0
